PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupId,GroupSize,is_alone,Cabin_side,Cabin_num,spend_money,HP_Earth,HP_Europa,HP_Mars,D_55 Cancri e,D_PSO J318.5-22,D_TRAPPIST-1e,Cabin_deck_F,Cabin_deck_G,Cabin_deck_Other
0052_01,0,,0,-0.3380290194181629,-0.28766755812648226,-0.2927953863779105,3.910180940604672,-0.26199106176687276,False,-1.7065068822975995,0.0,1,1,-1.1711380861486753,1.189489723983481,1,0,0,0,0,1,0,1,0
0053_01,0,-0.2621845142816386,0,-0.34420594654616465,-0.28766755812648226,2.9855857012421034,-0.27578332419955853,-0.26113540836460825,True,-1.7061345538594117,0.0,1,1,-1.1613323044526858,0.1749339596630604,1,0,0,0,0,1,1,0,0
0056_01,0,-1.860883926056577,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.705017568544848,0.2857142857142857,0,1,-1.1809438678446649,-0.540420086525047,0,1,0,0,0,1,0,0,1
0056_02,1,0.6414281967215875,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.705017568544848,0.2857142857142857,0,1,-1.1809438678446649,-0.540420086525047,0,1,0,0,0,1,0,0,1
0056_03,0,-0.12316717412729612,0,0.08663472063195832,0.09797191224285262,5.417277458381742,-0.020138271939466722,-0.2594241015600792,True,-1.705017568544848,0.2857142857142857,0,1,-1.1809438678446649,1.1371017536076629,0,1,0,0,0,1,0,0,1
0058_01,1,0.502410856567245,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,False,-1.7042729116684725,0.0,1,1,-1.1691769298094774,-0.540420086525047,1,0,0,0,1,0,0,1,0
0061_01,0,-0.4707105245131523,0,-0.27471551635614483,0.41094543282358553,-0.045562101877640905,0.9550671546890653,-0.26113540836460825,False,-1.703155926353909,0.0,1,1,-1.1593711481134878,0.443514540181339,1,0,0,0,0,1,1,0,0
0062_01,0,2.3096362785736972,0,-0.34420594654616465,0.08968544428450327,-0.29618214369983203,-0.2605876392750076,-0.2405997267102598,False,-1.7027835979157213,0.0,1,1,-1.15740999177429,-0.3065188666780846,1,0,0,0,0,1,1,0,0
0064_01,1,-0.957271215053351,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.7020389410393455,0.14285714285714285,0,1,-1.155448835435092,-0.540420086525047,0,0,1,0,0,1,1,0,0
0064_02,1,0.2938848463357313,0,-0.34420594654616465,-0.28766755812648226,,-0.27578332419955853,-0.26199106176687276,True,-1.7020389410393455,0.14285714285714285,0,1,-1.177021555166269,-0.540420086525047,0,0,1,0,0,1,0,0,1
0066_01,0,2.3096362785736972,0,-0.3426617147641642,-0.19014220446283228,0.037413452509435896,-0.27578332419955853,0.13160950327480594,False,-1.70129428416297,0.0,1,0,-1.1711380861486753,-0.2412183683927339,1,0,0,0,0,1,0,1,0
0067_01,1,-1.9999012662109195,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.700921955724782,0.2857142857142857,0,1,-1.1632934607918837,-0.540420086525047,1,0,0,0,1,0,0,1,0
0067_02,0,-0.7487452048218373,0,-0.3426617147641642,-0.1232130401838568,0.4590647390886629,-0.27578332419955853,-0.26199106176687276,True,-1.700921955724782,0.2857142857142857,0,1,-1.1632934607918837,-0.2803248814901756,1,0,0,0,0,1,0,1,0
0067_03,0,-0.5402191945903235,0,2.660869101226693,-0.26408299547579567,-0.29618214369983203,-0.27578332419955853,-0.24145538011252432,False,-1.700921955724782,0.2857142857142857,0,1,-1.1534876790958941,0.20002115674443807,1,0,0,1,0,0,1,0,0
0068_01,0,,0,0.8803698565801849,-0.28766755812648226,-0.2927953863779105,-0.04963577796947732,-0.26199106176687276,False,-1.7005496272865943,0.0,1,1,-1.1750603988270711,-0.15378210797675584,0,0,1,0,0,1,0,0,1
0069_01,0,0.9194628770302724,0,1.0255276440882262,-0.28766755812648226,-0.2809417357511853,-0.27042014128501113,-0.26199106176687276,True,-1.7001772988484065,0.0,1,1,-1.1515265227566962,-0.20764579582794906,1,0,0,0,0,1,1,0,0
0070_01,0,-0.679236534744666,0,-0.0508019079660809,-0.28766755812648226,-0.2877152503950283,-0.2748894603804673,0.35921330827716796,False,-1.6998049704102187,0.0,1,0,-1.15740999177429,-0.2002672084510733,1,0,0,0,0,1,1,0,0
0071_01,0,-0.8182538748990085,0,-0.3194982380341576,1.0923480672447738,-0.29618214369983203,-0.27578332419955853,-0.21749708484911778,False,-1.699432641972031,0.0,1,0,-1.155448835435092,0.28339919410313447,1,0,0,0,0,1,1,0,0
0072_01,0,-1.0267798851305223,0,-0.34420594654616465,-0.2870301375143015,-0.29618214369983203,-0.27578332419955853,0.6475685048403108,False,-1.699060313533843,0.0,1,1,-1.1495653664174983,-0.14787923807525521,1,0,0,0,0,1,1,0,0
0073_01,0,0.5719195266444163,0,-0.27317128457414436,-0.2347616473154826,0.9535313080892022,-0.27578332419955853,-0.25172322093969857,False,-1.698687985095655,0.0,1,0,-1.177021555166269,-0.21613117131135623,0,0,1,0,1,0,0,0,1
0074_01,0,0.9194628770302724,0,-0.3426617147641642,5.064753322355013,-0.29618214369983203,-0.27578332419955853,0.1709695597789738,True,-1.6983156566574673,0.0,1,1,-1.177021555166269,2.744527013660053,0,1,0,0,0,1,0,0,1
0076_01,0,-0.12316717412729612,0,-0.11720387459209985,-0.28766755812648226,1.4276773331582124,-0.27578332419955853,-0.26199106176687276,True,-1.6975709997810917,0.0,1,1,-1.1476042100783004,-0.11061737182203249,0,0,1,0,0,1,1,0,0
0077_01,0,-0.053658504050124886,0,-0.3225867015981585,-0.28766755812648226,1.8967432222443406,-0.27578332419955853,-0.26199106176687276,True,-1.697198671342904,0.0,1,0,-1.1534876790958941,-0.057491542708526834,0,0,1,0,0,1,1,0,0
0078_01,0,0.6414281967215875,0,-0.34420594654616465,3.4348688170089154,-0.29618214369983203,0.011146961728726331,7.9984868836947935,False,-1.6968263429047161,0.0,1,1,-1.1750603988270711,5.29419788173948,0,1,0,0,0,1,0,0,1
0081_01,1,-1.0962885552076935,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,False,-1.6957093575901525,0.0,1,1,-1.15740999177429,-0.540420086525047,1,0,0,0,0,1,0,1,0
0082_01,0,0.9194628770302724,0,11.092374630949099,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,False,-1.6953370291519647,0.2857142857142857,0,0,-1.1515265227566962,2.1918708191320566,0,0,1,0,0,1,1,0,0
0082_02,1,-1.860883926056577,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6953370291519647,0.2857142857142857,0,0,-1.1515265227566962,-0.540420086525047,0,0,1,0,0,1,1,0,0
0082_03,0,-1.4438319055935496,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6953370291519647,0.2857142857142857,0,0,-1.1515265227566962,-0.540420086525047,0,0,1,0,0,1,1,0,0
0084_01,0,-0.33169318435880984,0,0.7182255194701386,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.24744495392837595,True,-1.6945923722755891,0.0,1,1,-1.155448835435092,-0.2803248814901756,1,0,0,0,0,1,0,1,0
0085_01,1,0.78044553687593,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6942200438374013,0.0,1,1,-1.1730992424878732,-0.540420086525047,0,1,0,0,0,1,0,0,1
0086_01,0,0.9889715471074437,0,-0.01837304054407165,-0.28766755812648226,-0.29618214369983203,0.2945017923806463,0.17695913359482543,False,-1.6938477153992135,0.0,1,0,-1.1495653664174983,-0.037938286159806,1,0,0,0,0,1,1,0,0
0088_01,1,1.1279888872617863,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.693103058522838,0.0,1,1,-1.1730992424878732,-0.540420086525047,0,0,1,0,1,0,0,0,1
0090_01,1,0.4329021864900738,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6923584016464621,0.0,1,1,-1.1534876790958941,-0.540420086525047,1,0,0,0,0,1,0,1,0
0091_01,1,-0.19267584420446737,0,,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6919860732082743,0.14285714285714285,0,1,-1.1515265227566962,-0.540420086525047,1,0,0,0,0,1,0,1,0
0091_02,0,-0.12316717412729612,0,-0.3426617147641642,0.15661460856347875,-0.24368740521004878,-0.10773692621040727,-0.26199106176687276,False,-1.6919860732082743,0.14285714285714285,0,1,-1.1436818973999046,-0.20211185529529224,1,0,0,0,0,1,1,0,0
0092_01,0,-0.679236534744666,0,-0.34420594654616465,-0.28766755812648226,0.8383815591438711,-0.2748894603804673,-0.23289884608987912,False,-1.6916137447700865,0.2857142857142857,0,0,-1.1652546171310816,-0.2803248814901756,1,0,0,0,0,1,0,1,0
0092_02,1,-1.9999012662109195,0,-0.34420594654616465,-0.28766755812648226,,-0.27578332419955853,-0.26199106176687276,True,-1.6916137447700865,0.2857142857142857,0,0,-1.1652546171310816,-0.540420086525047,1,0,0,0,0,1,0,1,0
0092_03,1,-1.7913752559794058,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6916137447700865,0.2857142857142857,0,0,-1.1652546171310816,-0.540420086525047,1,0,0,0,0,1,0,1,0
0097_01,0,1.7535669179563274,0,-0.34420594654616465,0.482336541387826,-0.29618214369983203,-0.27310173274228483,0.2830601554756258,False,-1.6897521025791473,0.0,1,1,-1.178982711505467,0.1413613870982756,0,1,0,0,0,1,0,0,1
0098_01,0,-0.19267584420446737,0,-0.34420594654616465,0.25796448590021304,-0.2877152503950283,-0.24717968198863915,-0.26199106176687276,False,-1.6893797741409595,0.14285714285714285,0,0,-1.1613323044526858,-0.21096616014754319,1,0,0,0,0,1,0,1,0
0098_02,0,-0.19267584420446737,0,-0.34420594654616465,1.5041217827135185,1.3243812348396067,-0.27578332419955853,-0.18754921576985964,True,-1.6893797741409595,0.14285714285714285,0,0,-1.1613323044526858,0.8818026303677607,1,0,0,0,0,1,0,1,0
0099_01,0,-0.40120185443598105,0,0.13605013765597243,-0.015488956725315327,0.594535031965523,-0.242710362893183,-0.26199106176687276,False,-1.6890074457027717,0.14285714285714285,0,0,-1.1456430537391025,-0.06044297765927715,1,0,0,0,1,0,1,0,0
0099_02,1,-1.860883926056577,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6890074457027717,0.14285714285714285,0,0,-1.1593711481134878,-0.540420086525047,1,0,0,0,0,1,0,1,0
0101_01,1,0.15486750618138884,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6882627888263961,0.0,1,1,-1.1604148092453568,-0.540420086525047,0,0,1,0,0,1,1,0,0
0102_01,0,-0.7487452048218373,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,0.46612364564616243,-0.18412660216080154,False,-1.6878904603882083,0.0,1,1,-1.1377984283823108,-0.20063613781991707,1,0,0,0,0,1,1,0,0
0103_01,0,-0.33169318435880984,0,-0.34420594654616465,-0.19556934317952104,-0.29618214369983203,-0.27578332419955853,-0.24744495392837595,True,-1.6875181319500205,0.2857142857142857,0,1,-1.135837272043113,0.30721442599453375,1,0,0,0,0,1,1,0,0
0103_02,1,-1.3743232355163784,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6875181319500205,0.2857142857142857,0,1,-1.1476042100783004,-0.540420086525047,1,0,0,1,0,0,0,1,0
0103_03,1,-1.5828492457478922,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,False,-1.6875181319500205,0.2857142857142857,0,1,-1.1476042100783004,-0.540420086525047,1,0,0,0,0,1,0,1,0
0105_01,0,-0.12316717412729612,0,-0.34420594654616465,-0.28766755812648226,0.669043693047796,-0.27399559656137606,-0.14990046607022078,False,-1.6867734750736447,0.0,1,0,-1.1417207410607066,-0.28106274022786315,1,0,0,0,0,1,1,0,0
0107_01,0,-0.5402191945903235,0,2.3473900494806035,-0.2844804550655787,-0.2673947064634993,-0.27578332419955853,-0.26199106176687276,False,-1.6860288181972691,0.0,1,1,-1.178982711505467,0.11074024948424108,0,0,1,0,0,1,0,0,1
0108_01,1,-0.40120185443598105,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,False,-1.6856564897590813,0.2857142857142857,0,1,-1.1456430537391025,-0.540420086525047,1,0,0,0,0,1,0,1,0
0108_02,0,0.15486750618138884,0,0.523652314938083,-0.28766755812648226,0.2558592997733728,-0.27578332419955853,-0.26199106176687276,False,-1.6856564897590813,0.2857142857142857,0,1,-1.1456430537391025,-0.21281080699176214,1,0,0,0,0,1,0,1,0
0108_03,0,-1.9999012662109195,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6856564897590813,0.2857142857142857,0,1,-1.1456430537391025,-0.540420086525047,1,0,0,0,0,1,0,1,0
0110_01,0,0.22437617625856007,0,-0.34420594654616465,-0.026325107132387546,-0.28602187173406757,3.2362076210098842,0.39172813756321967,False,-1.6849118328827057,0.42857142857142855,0,0,-1.1581115547236538,1.3444400588978724,0,1,0,0,0,1,0,0,1
0110_02,0,0.78044553687593,0,-0.34420594654616465,-0.07668133549466433,-0.29618214369983203,-0.27578332419955853,1.1814962278533707,False,-1.6849118328827057,0.42857142857142855,0,0,-1.1730992424878732,0.20407937980171978,0,1,0,0,0,1,0,0,1
0110_03,0,0.9194628770302724,0,3.067002059892809,6.990400991752965,-0.29618214369983203,1.3939542898628592,0.11877470224083815,True,-1.6849118328827057,0.42857142857142855,0,0,-1.1730992424878732,5.3403140528449535,0,1,0,0,0,1,0,0,1
0110_04,1,-0.053658504050124886,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.6849118328827057,0.42857142857142855,0,0,-1.1730992424878732,-0.540420086525047,0,1,0,0,0,1,0,0,1
0111_01,1,0.015850166027046354,0,-0.34420594654616465,-0.28766755812648226,-0.29618214369983203,-0.27578332419955853,-0.26199106176687276,True,-1.684539504444518,0.0,1,1,-1.1711380861486753,-0.540420086525047,0,1,0,0,0,1,0,0,1
