PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupId,GroupSize,is_alone,Cabin_side,Cabin_deck_grouped,Cabin_num,LastName,spend_money
0045_02,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,45,2,False,P,F,10.0,Chmad,0.0
0050_01,Earth,False,55 Cancri e,35.0,False,790.0,0.0,0.0,140.7209437809496,0.0,False,50,1,True,S,Other,1.0,Lancis,2297.552279928365
0051_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,False,51,1,True,S,Other,2.0,Johnshines,1618.0
0052_01,Earth,False,TRAPPIST-1e,24.0,False,4.0,0.0,2.0,4683.0,0.0,False,52,1,True,S,G,6.0,Hubbarton,4689.0
0053_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,True,53,1,True,S,F,11.0,Hickerson,1939.0
0056_01,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,56,3,False,S,Other,1.0,Tractive,0.0
0056_02,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,56,3,False,S,Other,1.0,Tractive,0.0
0056_03,Europa,False,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,True,56,3,False,S,Other,1.0,Tractive,4547.0
0058_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,False,58,1,True,S,G,7.0,Ayalazquez,0.0
0061_01,Earth,False,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,False,61,1,True,S,F,12.0,Salez,2667.0
0062_01,Earth,False,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,False,62,1,True,S,F,13.0,Greeves,634.0
0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,64,2,False,S,F,14.0,,0.0
0064_02,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,1.3360121633362294,0.0,0.0,True,64,2,False,S,Other,3.0,Keen,0.0
0066_01,Earth,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,False,66,1,True,P,G,6.0,Pecketton,811.0
0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,67,3,False,S,G,10.0,Leeves,0.0
0067_02,Earth,False,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,True,67,3,False,S,G,10.0,Leeves,705.0
0067_03,Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,67,3,False,S,F,15.0,Leeves,2007.0
0068_01,Mars,False,TRAPPIST-1e,18.0,False,793.0,0.0,2.0,253.0,0.0,False,68,1,True,S,Other,4.0,Binie,1048.0
0069_01,Earth,False,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,True,69,1,True,S,F,16.0,,902.0
0070_01,Earth,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,False,70,1,True,P,F,13.0,Brighttt,922.0
0071_01,Earth,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,71,1,True,P,F,14.0,Dillines,2233.0
0072_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,72,1,True,S,F,17.0,Brantuarez,1064.0
0073_01,Mars,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,False,73,1,True,P,Other,3.0,Make,879.0
0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,74,1,True,S,Other,3.0,Mostedry,8904.0
0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,76,1,True,S,F,18.0,Dal,1165.0
0077_01,Mars,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,77,1,True,P,F,15.0,Blité,1309.0
0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,78,1,True,S,Other,4.0,Pokerheed,15815.0
0081_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,81,1,True,S,G,13.0,Vinozarks,0.0
0082_01,Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,82,3,False,P,F,16.0,Datte,7406.0
0082_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,82,3,False,P,F,16.0,Datte,0.0
0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,82,3,False,P,F,16.0,,0.0
0084_01,Earth,False,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,True,84,1,True,S,G,14.0,Coopezmaney,705.0
0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,85,1,True,S,Other,5.0,Ellcefulve,0.0
0086_01,Earth,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,False,86,1,True,P,F,17.0,Kinson,1362.0
0088_01,Mars,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,True,88,1,True,S,Other,5.0,Sacre,0.0
0090_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,90,1,True,S,G,15.0,Santry,0.0
0091_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,91,2,False,S,G,16.0,Yorkland,0.0
0091_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,False,91,2,False,S,F,20.0,Yorkland,917.0
0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,False,92,3,False,P,G,9.0,Dunnisey,705.0
0092_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,1.3360121633362294,0.0,0.0,True,92,3,False,P,G,9.0,Hewson,0.0
0092_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,92,3,False,P,G,9.0,Hewson,0.0
0097_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,97,1,True,S,Other,2.0,Fictful,1848.0
0098_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,False,98,2,False,P,G,11.0,Carezquez,893.0
0098_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,98,2,False,P,G,11.0,Carezquez,3855.0
0099_01,Earth,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,False,99,2,False,P,F,19.0,Leetersoney,1301.0
0099_02,Earth,1.0,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,99,2,False,P,G,12.0,Connelson,0.0
0101_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,101,1,True,S,F,124.0,Trad,0.0
0102_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,False,102,1,True,S,F,23.0,Holson,921.0
0103_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,144.48578095376988,0.0,0.0,17.0,True,103,3,False,S,F,24.0,Mclainez,2297.552279928365
0103_02,Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,103,3,False,S,G,18.0,Mclainez,0.0
0103_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,103,3,False,S,G,18.0,Mclainez,0.0
0105_01,Earth,0.0,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,False,105,1,True,P,F,21.0,Cleachrand,703.0
0107_01,Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,107,1,True,S,Other,2.0,Hart,1765.0
0108_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,108,3,False,S,G,19.0,Handertiz,0.0
0108_02,Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,False,108,3,False,S,G,19.0,,888.0
0108_03,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,108,3,False,S,G,19.0,Handertiz,0.0
0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,110,4,False,P,Other,5.0,Aloubtled,5109.0
0110_02,Europa,0.0,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,110,4,False,P,Other,5.0,Bootious,2018.0
0110_03,Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,110,4,False,P,Other,5.0,Aloubtled,15940.0
0110_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,110,4,False,P,Other,5.0,Aloubtled,0.0
0111_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,111,1,True,S,Other,6.0,Supred,0.0
0112_01,Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,112,1,True,S,Other,1.0,Cowtale,2654.0
0113_01,Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,True,113,1,True,P,F,23.0,Carvis,804.0
0114_01,Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,False,114,1,True,S,G,20.0,Beckerson,907.0
0115_01,Mars,1.0,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,48.94060876020787,True,115,1,True,P,F,24.0,Pead,1455.3739242029858
0116_01,Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,116,1,True,P,Other,4.0,Suptive,2640.0
0119_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,119,2,False,P,Other,0.0,Coning,9307.0
0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,119,2,False,P,Other,0.0,Coning,0.0
0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,48.94060876020787,True,120,1,True,P,F,25.0,Sacre,0.0
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,False,122,1,True,S,G,21.0,Hayder,773.0
0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,False,123,1,True,P,F,27.0,Fielson,702.0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,126,1,True,S,F,27.0,Mish,0.0
0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,False,127,1,True,S,Other,7.0,Mesty,1022.0
0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,128,2,False,S,Other,3.0,Fles,3014.0
0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,128,2,False,S,Other,8.0,Fles,2109.0
0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,1.3360121633362294,0.0,0.0,True,129,1,True,S,G,22.0,Fowles,0.0
0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,133,2,False,S,F,29.0,Blie,0.0
0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,133,2,False,S,Other,5.0,Blie,2738.0
0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,True,134,1,True,P,G,17.0,Harmontry,744.0
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,False,136,1,True,S,G,23.0,,721.0
0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,138,2,False,P,G,18.0,Gambs,0.0
0138_02,Earth,False,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,False,138,2,False,P,Other,5.0,Gambs,793.0
0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,139,1,True,S,Other,6.0,Myling,0.0
0140_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,140,2,False,P,G,19.0,Mejiaddox,0.0
0140_02,Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,False,140,2,False,P,F,29.0,Whitakers,902.0
0141_01,Mars,False,TRAPPIST-1e,31.0,False,351.3662076665426,0.0,97.0,0.0,0.0,False,141,1,True,P,F,30.0,Harte,2297.552279928365
0144_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,True,144,1,True,S,F,31.0,Dayers,630.0
0146_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,146,1,True,S,G,25.0,Wolferguson,0.0
0147_01,Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,147,1,True,S,G,26.0,Hubbarrison,0.0
0148_01,Mars,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,148,1,True,P,F,31.0,Pashe,1158.0
0149_01,Earth,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,149,1,True,S,G,27.0,Hubbarrison,0.0
0151_01,Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,151,1,True,P,G,20.0,Simson,0.0
0152_01,Earth,False,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,607.0,False,152,1,True,P,F,32.0,Estron,607.0
0160_01,Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,160,1,True,P,G,22.0,Atkinney,4180.0
0163_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,163,2,False,P,Other,8.0,Hetforhaft,0.0
0163_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,163,2,False,P,Other,8.0,Hetforhaft,0.0
0164_01,Earth,False,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,140.7209437809496,135.0,True,164,2,False,S,G,28.0,Hutchinton,2297.552279928365
0164_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,False,164,2,False,S,G,28.0,Hutchinton,0.0
0165_01,Mars,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,165,1,True,P,F,37.0,Anche,0.0
0167_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,167,2,False,S,F,35.0,Floaf,0.0
0167_02,Mars,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,167,2,False,S,F,35.0,Floaf,1572.0
0169_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,169,1,True,P,G,23.0,Fisherry,0.0
0170_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,False,170,1,True,S,Other,10.0,Mcmahoney,788.0
0171_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,True,171,1,True,S,G,30.0,Gordanieves,0.0
0172_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,172,1,True,P,G,24.0,Johnshines,0.0
0173_01,Earth,0.0,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,True,173,1,True,S,Other,11.0,Grifford,990.0
0174_01,Earth,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,False,174,1,True,P,F,38.0,Lambles,593.0
0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,177,1,True,S,Other,2.0,Iniouser,27428.0
0178_01,Mars,False,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,178,1,True,S,Other,6.0,Knik,3722.0
0179_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,True,179,3,False,P,G,26.0,Webstephrey,906.0
0179_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,179,3,False,P,G,26.0,Webstephrey,0.0
0179_03,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,179,3,False,P,G,26.0,Webstephrey,0.0
0181_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,False,181,1,True,P,G,27.0,Brighttt,394.0
0182_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,182,1,True,P,Other,3.0,Disight,0.0
0183_01,Earth,False,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,True,183,1,True,S,F,36.0,Weaves,821.0
0186_01,Earth,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,False,186,1,True,P,G,28.0,Shephendry,1018.0
0188_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,188,1,True,S,G,31.0,Romez,0.0
0189_01,Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,False,189,1,True,P,Other,8.0,Booters,788.0
0190_01,Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,190,1,True,S,G,32.0,,0.0
0192_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,192,3,False,P,G,29.0,Adavisons,0.0
0192_02,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,192,3,False,P,G,29.0,Adavisons,0.0
0192_03,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,False,192,3,False,P,G,29.0,Adavisons,908.0
0193_01,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,193,3,False,P,F,41.0,Raf,0.0
0193_02,Mars,False,TRAPPIST-1e,23.0,False,351.3662076665426,0.0,8.0,1072.0,0.0,False,193,3,False,P,F,41.0,Raf,2297.552279928365
0193_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,193,3,False,P,F,41.0,Raf,0.0
0195_01,Mars,False,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,True,195,1,True,P,F,42.0,Floaf,1273.0
0196_01,Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,196,1,True,P,Other,5.0,Emead,1778.0
0197_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,False,197,1,True,P,Other,5.0,Dissper,2342.0
0198_01,Earth,1.0,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,True,198,1,True,P,G,30.0,Cookson,0.0
0199_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,199,1,True,S,G,33.0,Morrows,0.0
0200_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,200,1,True,P,G,31.0,Colomonson,0.0
0201_01,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,201,2,False,S,Other,3.0,Bacistion,0.0
0201_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,201,2,False,S,Other,3.0,Bacistion,0.0
0202_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,202,2,False,P,Other,9.0,Embleng,0.0
0202_02,Europa,False,55 Cancri e,26.0,False,0.0,2433.0,274.05198511166253,878.0,443.0,True,202,2,False,P,Other,2.0,Embleng,2297.552279928365
0203_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,203,1,True,S,Other,8.0,Heateele,0.0
0205_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,False,205,1,True,S,G,34.0,Oneiles,773.0
